"SAST_ProjectId","SAST_ProjectName","SAST_OwningTeam","SAST_ProjectUrl","SAST_ProjectGitBranch","SAST_Preset","SAST_Last_Scan_Date","SAST_ScanOrigin","SAST_Engine_Configuration","Cx1_ProjectId","Cx1_ProjectName","Cx1_AppName","Cx1_PresetName","Cx1_EnabledScanners","Cx1_Groups"
"338","Spring Boot Demo","/CxServer/SP/America/Igor-Sandbox","https://github.com/spring-projects/spring-boot.git","/refs/heads/master","Checkmarx Express","10/12/2020 3:05:09 PM","Web Portal","Default Configuration","","","","","",""
"353","pythonProject","/CxServer/SP/America/checkmarx.com - 1","","","Checkmarx Default",,,"Default Configuration","","","","","",""
"381","cxgo-spring-boot-sdk","/CxServer/SP/America/checkmarx.com - 1","","","Checkmarx Default","10/23/2020 2:19:51 PM","cx-intellij","Default Configuration","","","","","",""
"382","ast","/CxServer/SP/America/checkmarx.com - 1","","","Checkmarx Default","10/23/2020 4:41:17 PM","cx-intellij","Default Configuration","","","","","",""
"398","CxCE-demo-cx-imatlin-patch-1","/CxServer/SP/America/Igor-Sandbox","https://******@github.com/CxCE/demo.git","refs/heads/cx-imatlin-patch-1","All","10/29/2020 1:23:58 PM","CxFlow","Default Configuration","","","","","",""
"399","Demo-PHP_master","/CxServer/SP/America/Igor-Sandbox","https://******@github.com/cx-imatlin/demo-php","refs/heads/master","All","10/29/2020 8:33:48 PM","CxFlow","Default Configuration","","","","","",""
"400","iGoat_master","/CxServer/SP/America/Igor-Sandbox","https://******@github.com/cx-imatlin/igoat","refs/heads/master","All",,,"Default Configuration","","","","","",""
"411","DjanGoat","/CxServer/SP/America/checkmarx.com - 1","","","High and Medium","10/30/2020 6:35:20 PM","Web Portal","Default Configuration","","","","","",""
"430","Hackme_Ruby","/CxServer/SP/America/checkmarx.com - 1","","","High and Medium","11/5/2020 12:06:41 AM","Web Portal","Default Configuration","","","","","",""
"455","test","/CxServer/SP/America/checkmarx.com - 4239","https://github.com/rdr3/test","/refs/heads/master","Checkmarx Default","11/10/2020 3:14:10 PM","Web Portal","Default Configuration","","","","","",""
"456","bodegit_github_action1","/CxServer/SP/America/checkmarx.com - 4239","","","XSS and SQLi only","11/10/2020 3:19:22 PM","CxFlow","Default Configuration","","","","","",""
"459","POSK","/CxServer/SP/America/checkmarx.com - 1","https://******@dev.azure.com/KollolBhattacharjee0888/dvcsharp-api/_git/dvcsharp-api","/refs/heads/master","Checkmarx Express","11/11/2020 6:20:23 PM","Web Portal","Default Configuration","","","","","",""
"460","KenMcDonald-CxRiches-fix-abc","/CxServer/SP/America/checkmarx.com - 1","https://******@dev.azure.com/KenMcDonald/CxFlow/_git/CxRiches","refs/heads/fix/abc","Checkmarx Express","11/11/2020 10:29:06 PM","CxFlow","Default Configuration","","","","","",""
"462","IDETest","/CxServer/SP/America/checkmarx.com - 1","","","Checkmarx Default","11/12/2020 2:38:54 PM","Eclipse","Default Configuration","","","","","",""
"463","kmcdon83-DVWA-kmcdon83-patch-4","/CxServer/SP/America/checkmarx.com - 1","https://******:******@github.com/kmcdon83/DVWA.git","refs/heads/kmcdon83-patch-4","Checkmarx Express","11/12/2020 7:41:15 PM","CxFlow","Default Configuration","","","","","",""
"464","kmcdon83-RichesOD-kmcdon83-patch-114","/CxServer/SP/America/checkmarx.com - 1","https://******:******@github.com/kmcdon83/RichesOD.git","refs/heads/kmcdon83-patch-114","Checkmarx Express","11/12/2020 8:19:20 PM","CxFlow","Default Configuration","","","","","",""
"465","KMPostman","/CxServer/SP/America/checkmarx.com - 1","https://******@dev.azure.com/KollolBhattacharjee0888/dvcsharp-api/_git/dvcsharp-api","refs/heads/master","Checkmarx Default","11/13/2020 1:51:26 PM","Other","Default Configuration","","","","","",""
"513","demo","/CxServer/SP/America/Igor-Sandbox","","","Checkmarx Default","11/18/2020 3:17:18 AM","CxFlow","Default Configuration","","","","","",""
"514","App","/CxServer/SP/America/Igor-Sandbox","","","Checkmarx Default","11/18/2020 3:22:16 AM","cx-CLI","Default Configuration","","","","","",""
"518","NodeGoat","/CxServer/SP/America/checkmarx.com - 1","","","High and Medium","11/18/2020 5:33:11 PM","Web Portal","Default Configuration","","","","","",""
"519","JuiceShop","/CxServer/SP/America/checkmarx.com - 1","","","High and Medium","11/18/2020 6:16:28 PM","Web Portal","Default Configuration","","","","","",""
"536","Webgoat Legacy","/CxServer/SP/America/checkmarx.com - 43052","https://github.com/WebGoat/WebGoat-Legacy.git","/refs/heads/master","Checkmarx Default","11/23/2020 3:11:35 PM","Web Portal","Default Configuration","","","","","",""
"541","Project X","/CxServer/SP/America/yahoo.com - 1","","","Checkmarx Default","11/24/2020 8:59:15 PM","Web Portal","Default Configuration","","","","","",""
"542","cx-imatlin-demo-php-cx-imatlin-patch-11","/CxServer/SP/America/Igor-Sandbox","https://******@github.com/cx-imatlin/demo-php.git","refs/heads/cx-imatlin-patch-11","All",,,"Default Configuration","","","","","",""
"544","Project Y","/CxServer/SP/America/yahoo.com - 1","","","Checkmarx Default","11/24/2020 6:34:10 PM","Web Portal","Default Configuration","","","","","",""
"545","Project Z","/CxServer/SP/America/yahoo.com - 1","","","Checkmarx Default","11/24/2020 6:46:07 PM","Web Portal","Default Configuration","","","","","",""
"546","Project X Final","/CxServer/SP/America/yahoo.com - 1","","","Checkmarx Default","11/24/2020 6:58:13 PM","Web Portal","Default Configuration","","","","","",""
"547","Test_Final","/CxServer/SP/America/yahoo.com - 1","","","Checkmarx Default","11/24/2020 8:47:35 PM","Web Portal","Default Configuration","","","","","",""
"574","imatlin-demo-php-master","/CxServer/SP/America/Igor-Sandbox","https://******@github.com/imatlin/demo-php.git","refs/heads/master","All","12/14/2020 11:55:14 PM","CxFlow","Default Configuration","","","","","",""
"575","imatlin-igoat-master","/CxServer/SP/America/Igor-Sandbox","https://******@github.com/imatlin/igoat.git","refs/heads/master","Mobile",,,"Default Configuration","","","","","",""
"578","Express","/CxServer/SP/America/Igor-Sandbox","","","OWASP TOP 10 - 2017","12/10/2020 5:36:39 PM","Jenkins","Default Configuration","","","","","",""
"581","owasp-nodegoat","/CxServer/SP/America/checkmarx.com - 1","https://github.com/vmoey-cx/owasp-nodegoat.git","/refs/heads/master","Checkmarx Default","12/10/2020 11:48:05 PM","Web Portal","Default Configuration","","","","","",""
"582","kmcdon83-DVWA-kmcdon83-patch-5","/CxServer/SP/America/checkmarx.com - 1","https://******:******@github.com/kmcdon83/DVWA.git","refs/heads/kmcdon83-patch-5","Checkmarx Express","12/11/2020 1:56:03 AM","CxFlow","Default Configuration","","","","","",""
"583","kmcdon83-RichesOD-master","/CxServer/SP/America/checkmarx.com - 1","https://******:******@github.com/kmcdon83/RichesOD.git","refs/heads/master","Checkmarx Express","12/11/2020 2:04:10 AM","CxFlow","Default Configuration","","","","","",""
"584","kmcdon83-RichesOD-kmcdon83-patch-115","/CxServer/SP/America/checkmarx.com - 1","https://******:******@github.com/kmcdon83/RichesOD.git","refs/heads/kmcdon83-patch-115","Checkmarx Express","12/11/2020 2:05:50 AM","CxFlow","Default Configuration","","","","","",""
"586","kmcdon83-DVWA-kmcdon83-patch-6","/CxServer/SP/America/checkmarx.com - 1","https://******:******@github.com/kmcdon83/DVWA.git","refs/heads/kmcdon83-patch-6","Checkmarx Express","12/11/2020 3:12:03 AM","CxFlow","Default Configuration","","","","","",""
"587","Custodela-Machina-DVWA-kmcdon83-patch-6","/CxServer/SP/America/checkmarx.com - 1","https://******:******@github.com/Custodela-Machina/DVWA.git","refs/heads/kmcdon83-patch-6","Checkmarx Express","12/11/2020 3:09:25 AM","CxFlow","Default Configuration","","","","","",""
"590","ADO-WebGoat.NET","/CxServer/SP/America/Igor-Sandbox","","","Checkmarx Express","12/12/2020 4:14:17 AM","","Default Configuration","","","","","",""
"608","JVL_4IAST","/CxServer/SP/America/checkmarx.com - 1","","","Checkmarx Default","12/13/2020 10:19:24 PM","Jenkins","Default Configuration","","","","","",""
"609","WebGoat_4IAST","/CxServer/SP/America/checkmarx.com - 1","","","High and Medium","12/14/2020 5:28:37 AM","Jenkins","Default Configuration","","","","","",""
"620","CxBallDemo-WebGoatNET-master","/CxServer/SP/America/checkmarx.com - 8596","https://******@dev.azure.com/CxBallDemo/WebGoatNET/_git/WebGoatNET","refs/heads/master","Checkmarx Default","12/16/2020 3:45:33 PM","CxFlow","Default Configuration","","","","","",""
"622","bodgeitgithubaction-master","/CxServer/SP/America/checkmarx.com - 4239","","","Checkmarx Default","12/14/2020 7:52:10 PM","cx-CLI","Default Configuration","","","","","",""
"623","imatlin-demo-php-whitesource-configure","/CxServer/SP/America/Igor-Sandbox","https://******@github.com/imatlin/demo-php.git","refs/heads/whitesource/configure","All","12/14/2020 11:55:14 PM","CxFlow","Default Configuration","","","","","",""
"631","WebGoatNET-CI","/CxServer/SP/America/checkmarx.com - 8596","","","Checkmarx Default","12/18/2020 5:52:37 PM","CxFlow","Default Configuration","","","","","",""
"632","CxBallDemo-WebGoatNET-9-source","/CxServer/SP/America/checkmarx.com - 8596","","","Checkmarx Default",,,"Default Configuration","","","","","",""
"633","CxBallDemo-WebGoatNET-10-source","/CxServer/SP/America/checkmarx.com - 8596","","","Checkmarx Default",,,"Default Configuration","","","","","",""
"634","CxBallDemo-WebGoatNET_2-13-source","/CxServer/SP/America/checkmarx.com - 8596","","","Checkmarx Default",,,"Default Configuration","","","","","",""
"635","CxBallDemo-WebGoatNET_2-14-source","/CxServer/SP/America/checkmarx.com - 8596","","","Checkmarx Default",,,"Default Configuration","","","","","",""
"636","CxBallDemo-WebGoatNET_2-16-source","/CxServer/SP/America/checkmarx.com - 8596","","","Checkmarx Default",,,"Default Configuration","","","","","",""
"637","CxBallDemo-WebGoatNET_2-17-source","/CxServer/SP/America/checkmarx.com - 8596","","","Checkmarx Default",,,"Default Configuration","","","","","",""
"638","CxBallDemo-WebGoatNET_3-master","/CxServer/SP/America/checkmarx.com - 8596","https://******@dev.azure.com/CxBallDemo/WebGoatNET/_git/WebGoatNET_3","refs/heads/master","Checkmarx Default","12/16/2020 2:34:47 AM","CxFlow","Default Configuration","","","","","",""
"639","WebGoatNET","/CxServer/SP/America/checkmarx.com - 8596","","","Checkmarx Default","12/16/2020 4:47:10 AM","CxFlow","Default Configuration","","","","","",""
"641","CxBallDemo-WebGoatNET_New_Feature-master","/CxServer/SP/America/checkmarx.com - 8596","https://******@dev.azure.com/CxBallDemo/WebGoatNET/_git/WebGoatNET_New_Feature","refs/heads/master","Checkmarx Default","12/16/2020 3:52:31 PM","CxFlow","Default Configuration","","","","","",""
"642","CxBallDemo-WebGoatNET-20-source","/CxServer/SP/America/checkmarx.com - 8596","","","Checkmarx Default",,,"Default Configuration","","","","","",""
"643","WebGoatNET-BB-CI","/CxServer/SP/America/checkmarx.com - 8596","","","Checkmarx Default","12/16/2020 7:57:04 PM","","Default Configuration","","","","","",""
"645","$($GITHUB_REPOSITORY)-$($GITHUB_REF)","/CxServer/SP/America/checkmarx.com - 4239","","","Checkmarx Default",,,"Default Configuration","","","","","",""
"646","WebGoatNET-BB_Pipeline","/CxServer/SP/America/checkmarx.com - 8596","","","Checkmarx Default","12/16/2020 6:49:09 PM","CxFlow","Default Configuration","","","","","",""
"654","$($GITHUB_REPOSITORY)-$($GITHUB_REF)","/CxServer/SP/America/NA-RR-PS","","","Checkmarx Default",,,"Default Configuration","","","","","",""
"655","$GITHUB_REPOSITORY-$GITHUB_REF","/CxServer/SP/America/NA-RR-PS","","","Checkmarx Default",,,"Default Configuration","","","","","",""
"656","GITHUB_REPOSITORY-GITHUB_REF","/CxServer/SP/America/NA-RR-PS","","","Checkmarx Default",,,"Default Configuration","","","","","",""
"657","${ GITHUB_REPOSITORY }-${ GITHUB_REF }","/CxServer/SP/America/NA-RR-PS","","","Checkmarx Default",,,"Default Configuration","","","","","",""
"658","bodgeitgithubaction","/CxServer/SP/America/NA-RR-PS/RDR5","","","Checkmarx Default","12/18/2020 2:18:35 PM","cx-CLI","Default Configuration","","","","","",""
"665","NodeGoat","/CxServer/SP/America/NA-RR-PS/RDR5","","","Checkmarx Default","12/18/2020 4:50:24 PM","cx-CLI","Default Configuration","","","","","",""
"666","TradePortal-CI","/CxServer/SP/America/checkmarx.com - 8596","","","Checkmarx Default","12/18/2020 6:14:05 PM","CxFlow","Default Configuration","","","","","",""
"667","PHPFalsePositiveFalseNegative","/CxServer/SP/America/NA-RR-PS/RDR5","","","Checkmarx Default","12/18/2020 7:17:18 PM","cx-CLI","Default Configuration","","","","","",""
"668","dvja","/CxServer/SP/America/NA-RR-PS/RDR5","","","Checkmarx Default","12/18/2020 7:29:07 PM","cx-CLI","Default Configuration","","","","","",""
"669","ASP-NET-CORE-APP","/CxServer/SP/America/NA-RR-PS","","","Checkmarx Default","12/18/2020 8:46:25 PM","cx-CLI","Default Configuration","","","","","",""
"695","Fsnotes_Swift","/CxServer/SP/America/checkmarx.com - 1","https://github.com/glushchenko/fsnotes.git","/refs/heads/master","High and Medium","12/29/2020 12:58:19 AM","Web Portal","Default Configuration","","","","","",""
"706","CxApp","/CxServer/SP/America/checkmarx.com - 1","","","Checkmarx Default","1/5/2021 12:17:14 AM","","Default Configuration","","","","","",""
"707","cxflow_demo-master","/CxServer/SP/America/checkmarx.com - 1","","","Checkmarx Default","1/6/2021 4:52:27 AM","CxFlow","Default Configuration","","","","","",""
"726","CxDemoApp-master","/CxServer/SP/America/checkmarx.com - 1","","","Checkmarx Default","1/17/2021 9:06:11 PM","CxFlow","Default Configuration","","","","","",""
"740","JuiceShop_Jenkins","/CxServer/SP/America/checkmarx.com - 1","","","High and Medium","1/12/2021 7:38:28 AM","Jenkins","Default Configuration","","","","","",""
"751","OWASP_Benchmark","/CxServer/SP/America/checkmarx.com - 1","https://github.com/OWASP/Benchmark.git","/refs/heads/master","Checkmarx Default","1/18/2021 8:01:10 PM","Web Portal","Default Configuration","","","","","",""
"756","sample1","/CxServer/SP/America/PS NA Evaluation/Ashish Pandya","","","Checkmarx Default","1/23/2021 2:03:26 AM","Web Portal","Default Configuration","","","","","",""
"757","test scan","/CxServer/SP/America/PS NA Evaluation/Ashish Pandya","","","Checkmarx Default","1/27/2021 4:44:29 AM","","Default Configuration","","","","","",""
"761","test1 scan","/CxServer/SP/America/PS NA Evaluation/Ashish Pandya","","","Checkmarx Default","1/27/2021 6:27:52 AM","","Default Configuration","","","","","",""
"762","test2 scan","/CxServer/SP/America/PS NA Evaluation/Ashish Pandya","","","Checkmarx Default","2/5/2021 10:36:53 PM","","Default Configuration","","","","","",""
"768","cxchuckb-CxJVM-PR","/CxServer/SP/America/checkmarx.com - 1","","","Checkmarx Default","1/29/2021 7:26:51 PM","CxFlow","Default Configuration","","","","","",""
"769","cxchuckb-CxJVM-Push","/CxServer/SP/America/SE","","","Checkmarx Default","1/29/2021 7:42:11 PM","CxFlow","Default Configuration","","","","","",""
"770","cxchuckb-CxJVM-PR","/CxServer/SP/America/SE","","","Checkmarx Default","1/29/2021 7:43:46 PM","CxFlow","Default Configuration","","","","","",""
"812","Webgoat legacy","/CxServer/SP/America/CustomerFacingDemo/Ethoca-Mastercard-Subsidiary","https://github.com/WebGoat/WebGoat-Legacy.git","/refs/heads/master","Checkmarx Default","2/9/2021 11:11:17 PM","Web Portal","Default Configuration","","","","","",""
"813","JavaVulnerableLab","/CxServer/SP/America/CustomerFacingDemo/Ethoca-Mastercard-Subsidiary","https://github.com/CSPF-Founder/JavaVulnerableLab.git","/refs/heads/master","Checkmarx Default","2/10/2021 3:12:56 AM","Web Portal","Default Configuration","","","","","",""
"814","CxFlowGithub-CxSamShober-patch-18","/CxServer/SP/America/CustomerFacingDemo/Ethoca-Mastercard-Subsidiary/CxSamShober","https://******@github.com/CxSamShober/CxFlowGithub.git","refs/heads/CxSamShober-patch-18","High and Medium","2/10/2021 1:24:18 PM","CxFlow","Default Configuration","","","","","",""
"815","CxFlowGithub-master","/CxServer/SP/America/CustomerFacingDemo/Ethoca-Mastercard-Subsidiary/CxSamShober","https://******@github.com/CxSamShober/CxFlowGithub.git","refs/heads/master","High and Medium","2/10/2021 7:49:47 PM","CxFlow","Default Configuration","","","","","",""
